Store No,Store Name,Status,POS,Updated,Rate,Open Date
302900,中和民德,全部更新,3,3,100,
303000,板橋莒光,全部更新,3,3,100,
303100,板橋板新,全部更新,3,3,100,
303200,永安捷運,全部更新,3,3,100,
303400,土城立仁,全部更新,2,2,100,
303500,新莊中原,全部更新,3,3,100,
303600,三芝中興,全部更新,3,3,100,
304000,中和新生,全部更新,5,5,100,
304500,永和中正,全部更新,4,4,100,
306100,板橋區運,全部更新,3,3,100,
308100,淡水自強,全部更新,3,3,100,
701100,麻豆中正,全部更新,5,5,100,
701200,佳里安西,全部更新,4,4,100,
701400,嘉義興業二,全部更新,3,3,100,
702100,白河國泰,全部更新,5,5,100,
750000,大安居安,全部更新,3,3,100,
750100,中和中正,全部更新,3,3,100,
750200,虎尾中正,全部更新,3,3,100,
750400,樹林樹德,全部更新,3,3,100,
750600,新埔捷運,全部更新,3,3,100,
750900,內湖南湖,全部更新,3,3,100,
751000,新莊豐年,全部更新,3,3,100,
751200,大安樂利,全部更新,3,3,100,
751300,松山三民,全部更新,4,4,100,
751400,天母天玉,全部更新,5,5,100,
751600,北投吉利,全部更新,3,3,100,
751700,北投行義,全部更新,4,4,100,
751800,亞東捷運,全部更新,3,3,100,
751900,永和警光,全部更新,4,4,100,
752000,新店中正,全部更新,3,3,100,
752100,蘆洲民權,全部更新,3,3,100,
752200,新莊中榮,全部更新,3,3,100,
752400,中正牯嶺,全部更新,3,3,100,
752600,台中太原,全部更新,3,3,100,
752800,卓蘭昭永,全部更新,3,3,100,
753000,台中三和,全部更新,4,4,100,
753400,中山晴光,全部更新,3,3,100,
753700,大安泰順,全部更新,3,3,100,
754100,信義松隆,全部更新,4,4,100,
754200,中山長春,全部更新,3,3,100,
754300,內湖文德,全部更新,3,3,100,
754500,台中仁和,全部更新,3,3,100,
754600,台中健行,全部更新,3,3,100,
754700,台中東海,全部更新,4,4,100,
754900,豐原三豐,全部更新,3,3,100,
755100,中和宜安,全部更新,4,4,100,
755200,台中美村,全部更新,3,3,100,
790000,中壢青埔,全部更新,28,28,100,
810000,基隆東明,全部更新,4,4,100,
831000,中和民樂,全部更新,4,4,100,
